region_id,month,replication_split
MYS_07_29,9,train
MYS_07_29,10,train
MYS_07_29,11,train
MYS_07_29,12,validation
MYS_07_30,1,test
MYS_07_30,2,train
MYS_07_30,3,validation
MYS_07_30,4,train
MYS_07_30,5,train
MYS_07_30,6,train
MYS_07_30,7,train
MYS_07_30,8,train
MYS_07_30,9,validation
MYS_07_30,10,train
MYS_07_30,11,test
MYS_07_30,12,train
MYS_07_31,1,train
MYS_07_31,2,test
MYS_07_31,3,train
MYS_07_31,4,train
MYS_07_31,5,train
MYS_07_31,6,train
MYS_07_31,7,train
MYS_07_31,8,test
MYS_07_31,9,validation
MYS_07_31,10,validation
MYS_07_31,11,train
MYS_07_31,12,train
MYS_07_32,1,train
MYS_07_32,2,test
MYS_07_32,3,test
MYS_07_32,4,train
MYS_07_32,5,validation
MYS_07_32,6,train
MYS_07_32,7,train
MYS_07_32,8,train
MYS_07_32,9,train
MYS_07_32,10,train
MYS_07_32,11,validation
MYS_07_32,12,train
MYS_07_33,1,train
MYS_07_33,2,train
MYS_07_33,3,train
MYS_07_33,4,train
MYS_07_33,5,validation
MYS_07_33,6,train
MYS_07_33,7,test
MYS_07_33,8,train
MYS_07_33,9,validation
MYS_07_33,10,train
MYS_07_33,11,test
MYS_07_33,12,train
MYS_07_34,1,train
MYS_07_34,2,train
MYS_07_34,3,validation
MYS_07_34,4,train
MYS_07_34,5,train
MYS_07_34,6,train
MYS_07_34,7,test
MYS_07_34,8,validation
MYS_07_34,9,test
MYS_07_34,10,train
MYS_07_34,11,train
MYS_07_34,12,train
MYS_07_35,1,train
MYS_07_35,2,train
MYS_07_35,3,train
MYS_07_35,4,train
MYS_07_35,5,test
MYS_07_35,6,train
MYS_07_35,7,validation
MYS_07_35,8,train
MYS_07_35,9,test
MYS_07_35,10,train
MYS_07_35,11,train
MYS_07_35,12,validation
MYS_07_36,1,train
MYS_07_36,2,test
MYS_07_36,3,train
MYS_07_36,4,validation
MYS_07_36,5,train
MYS_07_36,6,train
MYS_07_36,7,train
MYS_07_36,8,train
MYS_07_36,9,train
MYS_07_36,10,test
MYS_07_36,11,train
MYS_07_36,12,validation
MYS_07_37,1,test
MYS_07_37,2,train
MYS_07_37,3,train
MYS_07_37,4,test
MYS_07_37,5,train
MYS_07_37,6,train
MYS_07_37,7,train
MYS_07_37,8,train
MYS_07_37,9,train
MYS_07_37,10,validation
MYS_07_37,11,train
MYS_07_37,12,validation
MYS_07_38,1,train
MYS_07_38,2,validation
MYS_07_38,3,train
MYS_07_38,4,test
MYS_07_38,5,test
MYS_07_38,6,train
MYS_07_38,7,train
MYS_07_38,8,train
MYS_07_38,9,train
MYS_07_38,10,validation
MYS_07_38,11,train
MYS_07_38,12,train
MYS_08_02,1,train
MYS_08_02,2,train
MYS_08_02,3,validation
MYS_08_02,4,test
MYS_08_02,5,train
MYS_08_02,6,train
MYS_08_02,7,train
MYS_08_02,8,test
MYS_08_02,9,train
MYS_08_02,10,train
MYS_08_02,11,train
MYS_08_02,12,validation
MYS_08_03,1,test
MYS_08_03,2,train
MYS_08_03,3,train
MYS_08_03,4,train
MYS_08_03,5,train
MYS_08_03,6,test
MYS_08_03,7,validation
MYS_08_03,8,train
MYS_08_03,9,train
MYS_08_03,10,validation
MYS_08_03,11,train
MYS_08_03,12,train
MYS_08_04,1,validation
MYS_08_04,2,train
MYS_08_04,3,train
MYS_08_04,4,train
MYS_08_04,5,train
MYS_08_04,6,train
MYS_08_04,7,validation
MYS_08_04,8,train
MYS_08_04,9,train
MYS_08_04,10,test
MYS_08_04,11,train
MYS_08_04,12,test
MYS_08_05,1,train
MYS_08_05,2,train
MYS_08_05,3,train
MYS_08_05,4,train
MYS_08_05,5,train
MYS_08_05,6,test
MYS_08_05,7,validation
MYS_08_05,8,train
MYS_08_05,9,train
MYS_08_05,10,test
MYS_08_05,11,train
MYS_08_05,12,validation
MYS_08_06,1,train
MYS_08_06,2,test
MYS_08_06,3,test
MYS_08_06,4,train
MYS_08_06,5,train
MYS_08_06,6,train
MYS_08_06,7,train
MYS_08_06,8,train
MYS_08_06,9,validation
MYS_08_06,10,validation
MYS_08_06,11,train
MYS_08_06,12,train
MYS_08_07,1,test
MYS_08_07,2,validation
MYS_08_07,3,test
MYS_08_07,4,train
MYS_08_07,5,train
MYS_08_07,6,train
MYS_08_07,7,validation
MYS_08_07,8,train
MYS_08_07,9,train
MYS_08_07,10,train
MYS_08_07,11,train
MYS_08_07,12,train
MYS_08_08,1,train
MYS_08_08,2,train
MYS_08_08,3,train
MYS_08_08,4,test
MYS_08_08,5,train
MYS_08_08,6,train
MYS_08_08,7,validation
MYS_08_08,8,train
MYS_08_08,9,validation
MYS_08_08,10,train
MYS_08_08,11,train
MYS_08_08,12,test
MYS_08_29,1,validation
MYS_08_29,2,train
MYS_08_29,3,test
MYS_08_29,4,train
MYS_08_29,5,train
MYS_08_29,6,train
MYS_08_29,7,validation
MYS_08_29,8,train
MYS_08_29,9,test
MYS_08_29,10,train
MYS_08_29,11,train
MYS_08_29,12,train
MYS_08_30,1,test
MYS_08_30,2,train
MYS_08_30,3,train
MYS_08_30,4,train
MYS_08_30,5,validation
MYS_08_30,6,train
MYS_08_30,7,train
MYS_08_30,8,test
MYS_08_30,9,train
MYS_08_30,10,train
MYS_08_30,11,train
MYS_08_30,12,validation
MYS_08_31,1,test
MYS_08_31,2,test
MYS_08_31,3,train
MYS_08_31,4,train
MYS_08_31,5,train
MYS_08_31,6,train
MYS_08_31,7,train
MYS_08_31,8,train
MYS_08_31,9,train
MYS_08_31,10,train
MYS_08_31,11,validation
MYS_08_31,12,validation
MYS_08_32,1,train
MYS_08_32,2,train
MYS_08_32,3,train
MYS_08_32,4,train
MYS_08_32,5,train
MYS_08_32,6,train
MYS_08_32,7,test
MYS_08_32,8,train
MYS_08_32,9,validation
MYS_08_32,10,test
MYS_08_32,11,train
MYS_08_32,12,validation
MYS_08_33,1,train
MYS_08_33,2,train
MYS_08_33,3,train
MYS_08_33,4,validation
MYS_08_33,5,train
MYS_08_33,6,train
MYS_08_33,7,test
MYS_08_33,8,train
MYS_08_33,9,test
MYS_08_33,10,train
MYS_08_33,11,validation
MYS_08_33,12,train
MYS_08_34,1,train
MYS_08_34,2,train
MYS_08_34,3,test
MYS_08_34,4,validation
MYS_08_34,5,train
MYS_08_34,6,train
MYS_08_34,7,train
MYS_08_34,8,validation
MYS_08_34,9,test
MYS_08_34,10,train
MYS_08_34,11,train
MYS_08_34,12,train
MYS_08_35,1,train
MYS_08_35,2,test
MYS_08_35,3,train
MYS_08_35,4,validation
MYS_08_35,5,train
MYS_08_35,6,train
MYS_08_35,7,train
MYS_08_35,8,train
MYS_08_35,9,train
MYS_08_35,10,train
MYS_08_35,11,test
MYS_08_35,12,validation
MYS_08_36,1,train
MYS_08_36,2,train
MYS_08_36,3,validation
MYS_08_36,4,train
MYS_08_36,5,validation
MYS_08_36,6,test
MYS_08_36,7,train
MYS_08_36,8,train
MYS_08_36,9,train
MYS_08_36,10,train
MYS_08_36,11,test
MYS_08_36,12,train
MYS_08_37,1,train
MYS_08_37,2,train
MYS_08_37,3,train
MYS_08_37,4,train
MYS_08_37,5,test
MYS_08_37,6,train
MYS_08_37,7,test
MYS_08_37,8,train
MYS_08_37,9,validation
MYS_08_37,10,train
MYS_08_37,11,train
MYS_08_37,12,validation
MYS_08_38,1,train
MYS_08_38,2,test
MYS_08_38,3,train
MYS_08_38,4,validation
MYS_08_38,5,train
MYS_08_38,6,train
MYS_08_38,7,train
MYS_08_38,8,train
MYS_08_38,9,train
MYS_08_38,10,test
MYS_08_38,11,validation
MYS_08_38,12,train
MYS_09_01,1,train
MYS_09_01,2,test
MYS_09_01,3,train
MYS_09_01,4,train
MYS_09_01,5,train
MYS_09_01,6,train
MYS_09_01,7,test
MYS_09_01,8,train
MYS_09_01,9,train
MYS_09_01,10,validation
MYS_09_01,11,train
MYS_09_01,12,validation
MYS_09_02,1,test
MYS_09_02,2,train
MYS_09_02,3,train
MYS_09_02,4,validation
MYS_09_02,5,train
MYS_09_02,6,train
MYS_09_02,7,train
MYS_09_02,8,train
MYS_09_02,9,train
MYS_09_02,10,validation
MYS_09_02,11,train
MYS_09_02,12,test
MYS_09_03,1,train
MYS_09_03,2,test
MYS_09_03,3,train
MYS_09_03,4,train
MYS_09_03,5,validation
MYS_09_03,6,train
MYS_09_03,7,train
MYS_09_03,8,validation
MYS_09_03,9,train
MYS_09_03,10,test
MYS_09_03,11,train
MYS_09_03,12,train
MYS_09_04,1,train
MYS_09_04,2,train
MYS_09_04,3,train
MYS_09_04,4,train
MYS_09_04,5,test
MYS_09_04,6,train
MYS_09_04,7,train
MYS_09_04,8,validation
MYS_09_04,9,train
MYS_09_04,10,train
MYS_09_04,11,test
MYS_09_04,12,validation
MYS_09_05,1,train
MYS_09_05,2,validation
MYS_09_05,3,validation
MYS_09_05,4,train
MYS_09_05,5,train
MYS_09_05,6,test
MYS_09_05,7,train
MYS_09_05,8,train
MYS_09_05,9,train
MYS_09_05,10,test
MYS_09_05,11,train
MYS_09_05,12,train
MYS_09_06,1,train
MYS_09_06,2,test
MYS_09_06,3,train
MYS_09_06,4,validation
MYS_09_06,5,validation
MYS_09_06,6,train
MYS_09_06,7,train
MYS_09_06,8,train
MYS_09_06,9,train
MYS_09_06,10,train
MYS_09_06,11,test
MYS_09_06,12,train
MYS_09_07,1,train
MYS_09_07,2,train
MYS_09_07,3,train
MYS_09_07,4,train
MYS_09_07,5,train
MYS_09_07,6,validation
MYS_09_07,7,train
MYS_09_07,8,train
MYS_09_07,9,test
MYS_09_07,10,train
MYS_09_07,11,test
MYS_09_07,12,validation
MYS_09_31,1,train
MYS_09_31,2,train
MYS_09_31,3,train
MYS_09_31,4,train
MYS_09_31,5,validation
MYS_09_31,6,test
MYS_09_31,7,train
MYS_09_31,8,train
MYS_09_31,9,train
MYS_09_31,10,test
MYS_09_31,11,train
MYS_09_31,12,validation
MYS_09_32,1,train
MYS_09_32,2,train
MYS_09_32,3,train
MYS_09_32,4,validation
MYS_09_32,5,train
MYS_09_32,6,validation
MYS_09_32,7,test
MYS_09_32,8,test
MYS_09_32,9,train
MYS_09_32,10,train
MYS_09_32,11,train
MYS_09_32,12,train
MYS_09_33,1,validation
MYS_09_33,2,train
MYS_09_33,3,train
MYS_09_33,4,train
MYS_09_33,5,train
MYS_09_33,6,train
MYS_09_33,7,train
MYS_09_33,8,test
MYS_09_33,9,validation
MYS_09_33,10,train
MYS_09_33,11,train
MYS_09_33,12,test
MYS_09_34,1,train
MYS_09_34,2,validation
MYS_09_34,3,train
MYS_09_34,4,train
MYS_09_34,5,train
MYS_09_34,6,test
MYS_09_34,7,train
MYS_09_34,8,train
MYS_09_34,9,train
MYS_09_34,10,validation
MYS_09_34,11,test
MYS_09_34,12,train
MYS_09_35,1,train
MYS_09_35,2,train
MYS_09_35,3,train
MYS_09_35,4,train
MYS_09_35,5,train
MYS_09_35,6,test
MYS_09_35,7,validation
MYS_09_35,8,validation
MYS_09_35,9,test
MYS_09_35,10,train
MYS_09_35,11,train
MYS_09_35,12,train
MYS_09_36,1,test
MYS_09_36,2,train
MYS_09_36,3,train
MYS_09_36,4,validation
MYS_09_36,5,test
MYS_09_36,6,validation
MYS_09_36,7,train
MYS_09_36,8,train
MYS_09_36,9,train
MYS_09_36,10,train
MYS_09_36,11,train
MYS_09_36,12,train
MYS_09_37,1,validation
MYS_09_37,2,test
MYS_09_37,3,validation
MYS_09_37,4,train
MYS_09_37,5,train
MYS_09_37,6,test
MYS_09_37,7,train
MYS_09_37,8,train
MYS_09_37,9,train
MYS_09_37,10,train
MYS_09_37,11,train
MYS_09_37,12,train
MYS_09_38,1,validation
MYS_09_38,2,train
MYS_09_38,3,train
MYS_09_38,4,train
MYS_09_38,5,train
MYS_09_38,6,test
MYS_09_38,7,validation
MYS_09_38,8,train
MYS_09_38,9,train
MYS_09_38,10,test
MYS_09_38,11,train
MYS_09_38,12,train
MYS_09_39,1,train
MYS_09_39,2,validation
MYS_09_39,3,test
MYS_09_39,4,test
MYS_09_39,5,train
MYS_09_39,6,train
MYS_09_39,7,train
MYS_09_39,8,train
MYS_09_39,9,train
MYS_09_39,10,validation
MYS_09_39,11,train
MYS_09_39,12,train
MYS_10_01,1,train
MYS_10_01,2,train
MYS_10_01,3,validation
MYS_10_01,4,train
MYS_10_01,5,test
MYS_10_01,6,test
MYS_10_01,7,train
MYS_10_01,8,train
MYS_10_01,9,train
MYS_10_01,10,validation
MYS_10_01,11,train
MYS_10_01,12,train
MYS_10_02,1,train
MYS_10_02,2,train
MYS_10_02,3,validation
MYS_10_02,4,train
MYS_10_02,5,train
MYS_10_02,6,train
MYS_10_02,7,validation
MYS_10_02,8,test
MYS_10_02,9,train
MYS_10_02,10,train
MYS_10_02,11,test
MYS_10_02,12,train
MYS_10_03,1,train
MYS_10_03,2,test
MYS_10_03,3,validation
MYS_10_03,4,train
MYS_10_03,5,train
MYS_10_03,6,test
MYS_10_03,7,train
MYS_10_03,8,train
MYS_10_03,9,train
MYS_10_03,10,train
MYS_10_03,11,validation
MYS_10_03,12,train
MYS_10_04,1,train
MYS_10_04,2,train
MYS_10_04,3,validation
MYS_10_04,4,train
MYS_10_04,5,train
MYS_10_04,6,train
MYS_10_04,7,train
MYS_10_04,8,validation
MYS_10_04,9,test
MYS_10_04,10,test
MYS_10_04,11,train
MYS_10_04,12,train
MYS_10_05,1,test
MYS_10_05,2,train
MYS_10_05,3,train
MYS_10_05,4,train
MYS_10_05,5,validation
MYS_10_05,6,train
MYS_10_05,7,test
MYS_10_05,8,train
MYS_10_05,9,train
MYS_10_05,10,validation
MYS_10_05,11,train
MYS_10_05,12,train
MYS_10_06,1,train
MYS_10_06,2,test
MYS_10_06,3,validation
MYS_10_06,4,train
MYS_10_06,5,train
MYS_10_06,6,train
MYS_10_06,7,validation
MYS_10_06,8,test
MYS_10_06,9,train
MYS_10_06,10,train
MYS_10_06,11,train
MYS_10_06,12,train
MYS_10_31,1,validation
MYS_10_31,2,train
MYS_10_31,3,train
MYS_10_31,4,test
MYS_10_31,5,train
MYS_10_31,6,train
MYS_10_31,7,validation
MYS_10_31,8,train
MYS_10_31,9,test
MYS_10_31,10,train
MYS_10_31,11,train
MYS_10_31,12,train
MYS_10_32,1,test
MYS_10_32,2,train
MYS_10_32,3,train
MYS_10_32,4,train
MYS_10_32,5,train
MYS_10_32,6,train
MYS_10_32,7,validation
MYS_10_32,8,train
MYS_10_32,9,validation
MYS_10_32,10,train
MYS_10_32,11,train
MYS_10_32,12,test
MYS_10_33,1,train
MYS_10_33,2,train
MYS_10_33,3,test
MYS_10_33,4,train
MYS_10_33,5,validation
MYS_10_33,6,train
MYS_10_33,7,test
MYS_10_33,8,train
MYS_10_33,9,train
MYS_10_33,10,train
MYS_10_33,11,validation
MYS_10_33,12,train
MYS_10_34,1,train
MYS_10_34,2,train
MYS_10_34,3,train
MYS_10_34,4,train
MYS_10_34,5,validation
MYS_10_34,6,train
MYS_10_34,7,train
MYS_10_34,8,test
MYS_10_34,9,train
MYS_10_34,10,validation
MYS_10_34,11,train
MYS_10_34,12,test
MYS_10_35,1,validation
MYS_10_35,2,train
MYS_10_35,3,test
MYS_10_35,4,train
MYS_10_35,5,train
MYS_10_35,6,validation
MYS_10_35,7,train
MYS_10_35,8,train
MYS_10_35,9,train
MYS_10_35,10,test
MYS_10_35,11,train
MYS_10_35,12,train
MYS_10_36,1,train
MYS_10_36,2,train
MYS_10_36,3,train
MYS_10_36,4,test
MYS_10_36,5,train
MYS_10_36,6,train
MYS_10_36,7,train
MYS_10_36,8,validation
MYS_10_36,9,test
MYS_10_36,10,train
MYS_10_36,11,train
MYS_10_36,12,validation
MYS_10_37,1,validation
MYS_10_37,2,train
MYS_10_37,3,train
MYS_10_37,4,train
MYS_10_37,5,test
MYS_10_37,6,train
MYS_10_37,7,validation
MYS_10_37,8,train
MYS_10_37,9,train
MYS_10_37,10,test
MYS_10_37,11,train
MYS_10_37,12,train
MYS_10_38,1,train
MYS_10_38,2,test
MYS_10_38,3,validation
MYS_10_38,4,test
MYS_10_38,5,train
MYS_10_38,6,validation
MYS_10_38,7,train
MYS_10_38,8,train
MYS_10_38,9,train
MYS_10_38,10,train
MYS_10_38,11,train
MYS_10_38,12,train
MYS_11_00,1,validation
MYS_11_00,2,test
MYS_11_00,3,train
MYS_11_00,4,train
MYS_11_00,5,train
MYS_11_00,6,train
MYS_11_00,7,train
MYS_11_00,8,train
MYS_11_00,9,train
MYS_11_00,10,test
MYS_11_00,11,validation
MYS_11_00,12,train
MYS_11_01,1,train
MYS_11_01,2,train
MYS_11_01,3,train
MYS_11_01,4,train
MYS_11_01,5,train
MYS_11_01,6,validation
MYS_11_01,7,test
MYS_11_01,8,train
MYS_11_01,9,test
MYS_11_01,10,train
MYS_11_01,11,validation
MYS_11_01,12,train
MYS_11_02,1,test
MYS_11_02,2,test
MYS_11_02,3,train
MYS_11_02,4,train
MYS_11_02,5,train
MYS_11_02,6,train
MYS_11_02,7,validation
MYS_11_02,8,train
MYS_11_02,9,train
MYS_11_02,10,train
MYS_11_02,11,train
MYS_11_02,12,validation
MYS_11_03,1,test
MYS_11_03,2,validation
MYS_11_03,3,validation
MYS_11_03,4,train
MYS_11_03,5,train
MYS_11_03,6,train
MYS_11_03,7,test
MYS_11_03,8,train
MYS_11_03,9,train
MYS_11_03,10,train
MYS_11_03,11,train
MYS_11_03,12,train
MYS_11_04,1,train
MYS_11_04,2,train
MYS_11_04,3,validation
MYS_11_04,4,validation
MYS_11_04,5,train
MYS_11_04,6,train
MYS_11_04,7,test
MYS_11_04,8,train
MYS_11_04,9,train
MYS_11_04,10,train
MYS_11_04,11,test
MYS_11_04,12,train
MYS_11_05,1,train
MYS_11_05,2,train
MYS_11_05,3,validation
MYS_11_05,4,test
MYS_11_05,5,test
MYS_11_05,6,train
MYS_11_05,7,train
MYS_11_05,8,validation
MYS_11_05,9,train
MYS_11_05,10,train
MYS_11_05,11,train
MYS_11_05,12,train
MYS_11_32,1,train
MYS_11_32,2,train
MYS_11_32,3,test
MYS_11_32,4,train
MYS_11_32,5,train
MYS_11_32,6,validation
MYS_11_32,7,validation
MYS_11_32,8,train
MYS_11_32,9,train
MYS_11_32,10,test
MYS_11_32,11,train
MYS_11_32,12,train
MYS_11_33,1,train
MYS_11_33,2,train
MYS_11_33,3,train
MYS_11_33,4,train
MYS_11_33,5,train
MYS_11_33,6,train
MYS_11_33,7,test
MYS_11_33,8,validation
MYS_11_33,9,train
MYS_11_33,10,test
MYS_11_33,11,train
MYS_11_33,12,validation
MYS_11_34,1,train
MYS_11_34,2,validation
MYS_11_34,3,validation
MYS_11_34,4,test
MYS_11_34,5,train
MYS_11_34,6,test
MYS_11_34,7,train
MYS_11_34,8,train
MYS_11_34,9,train
MYS_11_34,10,train
MYS_11_34,11,train
MYS_11_34,12,train
MYS_11_35,1,validation
MYS_11_35,2,test
MYS_11_35,3,train
MYS_11_35,4,validation
MYS_11_35,5,train
MYS_11_35,6,train
MYS_11_35,7,train
MYS_11_35,8,train
MYS_11_35,9,train
MYS_11_35,10,test
MYS_11_35,11,train
MYS_11_35,12,train
MYS_11_36,1,train
MYS_11_36,2,train
MYS_11_36,3,train
MYS_11_36,4,train
MYS_11_36,5,validation
MYS_11_36,6,train
MYS_11_36,7,test
MYS_11_36,8,train
MYS_11_36,9,train
MYS_11_36,10,validation
MYS_11_36,11,train
MYS_11_36,12,test
MYS_11_37,1,train
MYS_11_37,2,train
MYS_11_37,3,test
MYS_11_37,4,validation
MYS_11_37,5,train
MYS_11_37,6,train
MYS_11_37,7,train
MYS_11_37,8,train
MYS_11_37,9,train
MYS_11_37,10,validation
MYS_11_37,11,test
MYS_11_37,12,train
MYS_12_01,1,train
MYS_12_01,2,test
MYS_12_01,3,train
MYS_12_01,4,train
MYS_12_01,5,validation
MYS_12_01,6,train
MYS_12_01,7,train
MYS_12_01,8,train
MYS_12_01,9,validation
MYS_12_01,10,test
MYS_12_01,11,train
MYS_12_01,12,train
MYS_12_02,1,train
MYS_12_02,2,validation
MYS_12_02,3,validation
MYS_12_02,4,train
MYS_12_02,5,train
MYS_12_02,6,train
MYS_12_02,7,test
MYS_12_02,8,train
MYS_12_02,9,train
MYS_12_02,10,train
MYS_12_02,11,train
MYS_12_02,12,test
MYS_12_33,1,train
MYS_12_33,2,train
MYS_12_33,3,train
MYS_12_33,4,validation
MYS_12_33,5,train
MYS_12_33,6,validation
MYS_12_33,7,train
MYS_12_33,8,test
MYS_12_33,9,train
MYS_12_33,10,test
MYS_12_33,11,train
MYS_12_33,12,train
MYS_12_34,1,test
MYS_12_34,2,train
MYS_12_34,3,train
MYS_12_34,4,validation
MYS_12_34,5,train
MYS_12_34,6,test
MYS_12_34,7,train
MYS_12_34,8,train
MYS_12_34,9,train
MYS_12_34,10,validation
MYS_12_34,11,train
MYS_12_34,12,train
MYS_12_35,1,test
MYS_12_35,2,test
MYS_12_35,3,validation
MYS_12_35,4,train
MYS_12_35,5,train
MYS_12_35,6,train
MYS_12_35,7,train
MYS_12_35,8,train
MYS_12_35,9,validation
MYS_12_35,10,train
MYS_12_35,11,train
MYS_12_35,12,train
MYS_12_36,1,train
MYS_12_36,2,train
MYS_12_36,3,test
MYS_12_36,4,validation
MYS_12_36,5,train
MYS_12_36,6,train
MYS_12_36,7,test
MYS_12_36,8,validation
MYS_12_36,9,train
MYS_12_36,10,train
MYS_12_36,11,train
MYS_12_36,12,train
MYS_13_34,1,train
MYS_13_34,2,validation
MYS_13_34,3,validation
MYS_13_34,4,test
MYS_13_34,5,train
MYS_13_34,6,train
MYS_13_34,7,train
MYS_13_34,8,train
MYS_13_34,9,train
MYS_13_34,10,train
MYS_13_34,11,train
MYS_13_34,12,test
MYS_13_35,1,train
MYS_13_35,2,validation
MYS_13_35,3,train
MYS_13_35,4,train
MYS_13_35,5,validation
MYS_13_35,6,train
MYS_13_35,7,test
MYS_13_35,8,test
MYS_13_35,9,train
MYS_13_35,10,train
MYS_13_35,11,train
MYS_13_35,12,train
